__name__,prometheus_http_response_size_bytes_bucket
handler,/api/v1/query_range
instance,localhost:9090
job,prometheus
le,1e+08
__name__,prometheus_http_response_size_bytes_bucket
handler,/api/v1/label/:name/values
instance,localhost:9090
job,prometheus
le,1e+07
__name__,prometheus_http_response_size_bytes_bucket
handler,/static/*filepath
instance,localhost:9090
job,prometheus
le,1e+06
__name__,prometheus_http_response_size_bytes_bucket
handler,/api/v1/query_range
instance,localhost:9090
job,prometheus
le,1e+07
__name__,prometheus_http_response_size_bytes_bucket
handler,/static/*filepath
instance,localhost:9090
job,prometheus
le,10000
__name__,prometheus_http_response_size_bytes_bucket
handler,/api/v1/label/:name/values
instance,localhost:9090
job,prometheus
le,1e+08
__name__,prometheus_http_response_size_bytes_bucket
handler,/metrics
instance,localhost:9090
job,prometheus
le,10000
__name__,prometheus_http_response_size_bytes_bucket
handler,/metrics
instance,localhost:9090
job,prometheus
le,1e+07
__name__,prometheus_http_response_size_bytes_bucket
handler,/metrics
instance,localhost:9090
job,prometheus
le,1e+09
__name__,prometheus_http_response_size_bytes_bucket
handler,/metrics
instance,localhost:9090
job,prometheus
le,+Inf
__name__,prometheus_http_response_size_bytes_bucket
handler,/api/v1/query_range
instance,localhost:9090
job,prometheus
le,1e+09
__name__,prometheus_http_response_size_bytes_bucket
handler,/api/v1/query
instance,localhost:9090
job,prometheus
le,1e+07
__name__,prometheus_http_response_size_bytes_bucket
handler,/graph
instance,localhost:9090
job,prometheus
le,1e+07
__name__,prometheus_http_response_size_bytes_bucket
handler,/graph
instance,localhost:9090
job,prometheus
le,100
__name__,prometheus_http_response_size_bytes_bucket
handler,/static/*filepath
instance,localhost:9090
job,prometheus
le,1000
__name__,prometheus_http_response_size_bytes_bucket
handler,/api/v1/query
instance,localhost:9090
job,prometheus
le,1e+09
__name__,prometheus_http_response_size_bytes_bucket
handler,/metrics
instance,localhost:9090
job,prometheus
le,1e+08
__name__,prometheus_http_response_size_bytes_bucket
handler,/api/v1/query_range
instance,localhost:9090
job,prometheus
le,100000
__name__,prometheus_http_response_size_bytes_bucket
handler,/api/v1/query_range
instance,localhost:9090
job,prometheus
le,1e+06
__name__,prometheus_http_response_size_bytes_bucket
handler,/graph
instance,localhost:9090
job,prometheus
le,100000
__name__,prometheus_http_response_size_bytes_bucket
handler,/graph
instance,localhost:9090
job,prometheus
le,1e+06
__name__,prometheus_http_response_size_bytes_bucket
handler,/api/v1/query
instance,localhost:9090
job,prometheus
le,100
__name__,prometheus_http_response_size_bytes_bucket
handler,/api/v1/label/:name/values
instance,localhost:9090
job,prometheus
le,100000
__name__,prometheus_http_response_size_bytes_bucket
handler,/
instance,localhost:9090
job,prometheus
le,10000
__name__,prometheus_http_response_size_bytes_bucket
handler,/api/v1/query
instance,localhost:9090
job,prometheus
le,1e+08
